0.0000e+00,0.0000e+00
6.2741e-02,5.6322e-05
1.2548e-01,1.1268e-04
1.8822e-01,1.6912e-04
2.5096e-01,2.2568e-04
3.1370e-01,2.8238e-04
3.7644e-01,3.3929e-04
4.3918e-01,3.9642e-04
5.0192e-01,4.5383e-04
5.6466e-01,5.1155e-04
6.2741e-01,5.6962e-04
8.3654e-01,7.6625e-04
1.0457e+00,9.6878e-04
1.2548e+00,1.1788e-03
1.4639e+00,1.3979e-03
1.6731e+00,1.6276e-03
1.8822e+00,1.8689e-03
2.0914e+00,2.1210e-03
2.3005e+00,2.3820e-03
